,Player,Height,Weight,Nationality,Continent,Pos,Age,Team,GP,MP,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,eFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,League
1585,Myles Turner,211,113,USA,Americas,C,23,Indiana Pacers,62,29.5,5.8,12.9,0.457,1.9,5.4,0.344,3.9,7.3,0.54,0.523,2.7,3.7,0.751,1.9,7.1,8.9,1.6,0.9,2.8,1.9,3.7,16.4,2019,NBA
1586,Jonas Valančiūnas,211,120,Lithuania,Europe,C,27,Memphis Grizzlies,70,26.4,9.4,16.1,0.585,0.8,2.0,0.352,8.6,14.1,0.617,0.609,3.2,4.4,0.74,4.5,12.4,17.1,2.9,0.6,1.7,2.7,3.9,22.6,2019,NBA
1587,Denzel Valentine,193,100,USA,Americas,SF,26,Chicago Bulls,36,13.6,7.9,19.4,0.409,3.8,11.2,0.336,4.1,8.2,0.51,0.505,0.6,0.6,0.75,0.9,5.3,6.2,3.5,2.1,0.6,2.1,4.1,20.0,2019,NBA
1588,Fred VanVleet,185,89,USA,Americas,SG,25,Toronto Raptors,54,35.7,6.6,16.0,0.413,3.0,7.7,0.39,3.6,8.3,0.434,0.506,3.5,4.1,0.848,0.3,3.8,4.3,7.4,2.1,0.3,2.5,2.7,19.7,2019,NBA
1589,Noah Vonleh,208,116,USA,Americas,C,24,Minnesota Timberwolves,36,10.5,5.3,9.9,0.565,0.4,1.5,0.2,5.3,8.0,0.636,0.556,2.7,3.4,0.781,3.8,9.1,13.0,3.0,1.1,0.8,2.3,4.2,14.1,2019,NBA
1590,Nikola Vučević,208,118,Switzerland,Europe,C,29,Orlando Magic,62,32.2,9.9,20.7,0.477,2.0,5.8,0.339,8.0,14.9,0.531,0.527,2.6,3.4,0.784,2.9,10.7,13.5,4.5,1.1,1.0,1.7,2.7,24.3,2019,NBA
1591,Moritz Wagner,211,111,Germany,Europe,C,22,Washington Wizards,45,18.6,6.9,12.7,0.545,1.3,3.9,0.313,5.8,8.8,0.645,0.594,3.7,4.5,0.821,2.6,7.7,10.5,2.6,1.3,0.9,3.2,7.3,18.7,2019,NBA
1592,Dion Waiters,190,97,USA,Americas,SG,28,Los Angeles Lakers,10,20.7,7.9,19.1,0.414,2.9,9.1,0.319,5.0,10.0,0.5,0.49,2.7,3.3,0.824,0.4,4.3,4.6,3.9,0.8,1.2,3.1,4.1,21.4,2019,NBA
1593,Kemba Walker,183,83,USA,Americas,PG,29,Boston Celtics,56,31.1,8.7,20.5,0.425,4.1,10.8,0.381,4.5,9.5,0.476,0.524,4.8,5.5,0.864,0.8,4.1,5.0,6.2,1.2,0.6,2.7,2.1,26.2,2019,NBA
1594,Lonnie Walker IV,193,92,USA,Americas,SG,21,San Antonio Spurs,61,16.2,6.2,14.6,0.426,1.7,4.2,0.406,4.4,10.4,0.434,0.483,1.7,2.5,0.721,1.0,4.7,5.7,2.7,1.2,0.5,1.7,3.2,15.8,2019,NBA
1595,Tyrone Wallace,196,90,USA,Americas,SG,25,Atlanta Hawks,14,11.4,3.5,10.9,0.318,0.4,3.9,0.067,3.2,7.4,0.448,0.339,2.8,4.2,0.647,0.7,4.9,5.6,3.2,1.8,0.4,2.5,4.9,10.2,2019,NBA
1596,Brad Wanamaker,190,95,USA,Americas,PG,30,Boston Celtics,71,19.3,4.8,10.6,0.448,1.0,2.9,0.363,3.7,7.7,0.481,0.5,3.7,3.9,0.926,0.6,3.5,4.1,5.2,1.9,0.4,2.3,3.9,14.3,2019,NBA
1597,T.J. Warren,203,100,USA,Americas,SF,26,Indiana Pacers,67,32.9,9.7,18.1,0.536,1.7,4.1,0.403,8.0,14.0,0.575,0.583,3.0,3.6,0.819,1.2,3.9,5.1,1.8,1.5,0.6,1.6,3.4,24.1,2019,NBA
1598,P.J. Washington,201,104,USA,Americas,PF,21,Charlotte Hornets,58,30.3,6.1,13.5,0.455,2.0,5.3,0.374,4.1,8.2,0.507,0.526,2.0,3.0,0.647,1.3,5.8,7.1,2.8,1.2,1.1,2.1,3.6,16.1,2019,NBA
1599,Tremont Waters,178,79,USA,Americas,PG,22,Boston Celtics,11,10.8,4.8,16.7,0.286,1.5,8.1,0.167,3.3,8.5,0.4,0.332,2.6,2.6,1.0,0.0,4.1,4.1,5.6,3.3,0.7,5.2,4.4,13.3,2019,NBA
1600,Russell Westbrook,190,91,USA,Americas,PG,31,Houston Rockets,57,35.9,11.8,25.1,0.472,1.1,4.1,0.258,10.7,20.8,0.514,0.492,5.7,7.5,0.763,2.0,6.9,8.8,7.8,1.8,0.4,5.0,3.9,30.3,2019,NBA
1601,Coby White,196,88,USA,Americas,PG,19,Chicago Bulls,65,25.8,7.4,18.9,0.394,3.1,9.0,0.354,4.3,9.9,0.43,0.474,2.5,3.1,0.791,0.6,4.8,5.4,4.2,1.2,0.2,2.6,2.8,20.5,2019,NBA
1602,Derrick White,193,86,USA,Americas,SG,25,San Antonio Spurs,68,24.7,6.0,13.1,0.458,1.9,5.2,0.366,4.2,7.9,0.518,0.531,4.2,5.0,0.853,0.8,4.5,5.3,5.7,1.0,1.5,2.1,3.6,18.3,2019,NBA
1603,Hassan Whiteside,213,120,USA,Americas,C,30,Portland Trail Blazers,67,30.0,8.7,14.0,0.621,0.1,0.1,0.571,8.5,13.9,0.622,0.625,3.2,4.8,0.686,5.2,12.9,18.0,1.6,0.5,3.9,2.4,3.9,20.7,2019,NBA
1604,Andrew Wiggins,201,89,Canada,Americas,SF,24,Minnesota Timberwolves,54,34.4,9.4,21.0,0.447,2.4,7.2,0.332,7.0,13.8,0.506,0.505,4.1,5.8,0.709,1.4,4.5,5.9,4.3,0.9,1.2,2.8,2.8,25.3,2019,NBA
1605,Grant Williams,198,107,USA,Americas,PF,21,Boston Celtics,69,15.1,3.4,8.2,0.412,0.8,3.7,0.25,2.4,4.5,0.548,0.463,1.6,2.1,0.722,2.4,4.5,6.9,2.6,1.1,1.3,1.9,6.4,9.0,2019,NBA
1606,Johnathan Williams,206,103,USA,Americas,PF,24,Washington Wizards,15,12.0,4.3,7.7,0.559,0.0,0.3,0.0,4.3,7.0,0.594,0.558,1.7,3.0,0.538,5.3,9.0,14.3,1.7,0.3,1.7,1.0,3.7,10.0,2019,NBA
1607,Kenrich Williams,198,95,USA,Americas,PF,25,New Orleans Pelicans,39,21.3,2.4,7.1,0.347,1.1,4.7,0.258,1.3,2.4,0.52,0.415,0.4,1.3,0.346,2.4,6.6,9.0,2.8,1.3,0.9,1.1,4.3,6.6,2019,NBA
1608,Lou Williams,185,79,USA,Americas,PG,33,Los Angeles Clippers,65,28.7,8.4,20.1,0.418,2.4,6.7,0.352,6.0,13.4,0.451,0.478,6.3,7.2,0.861,0.7,3.6,4.3,7.8,1.0,0.3,3.9,1.7,25.4,2019,NBA
1609,Marvin Williams,203,107,USA,Americas,PF,33,Charlotte Hornets,58,19.5,4.3,9.4,0.446,2.1,5.5,0.359,2.3,3.9,0.568,0.569,1.6,2.1,0.86,1.0,5.3,6.6,2.1,1.2,1.0,1.2,3.7,12.1,2019,NBA
1610,Robert Williams,203,107,USA,Americas,C,22,Boston Celtics,29,13.4,6.6,9.0,0.727,0.0,0.0,0.0,6.6,9.0,0.727,0.733,2.4,3.6,0.647,4.2,9.0,13.1,2.7,2.4,3.6,2.1,5.4,15.5,2019,NBA
1611,Zion Williamson,198,129,USA,Americas,PF,19,New Orleans Pelicans,24,27.8,12.7,21.6,0.583,0.4,0.9,0.429,12.2,20.7,0.59,0.597,6.9,10.6,0.64,3.9,5.2,9.1,3.0,1.0,0.6,3.6,2.6,32.4,2019,NBA
1612,Justise Winslow,198,101,USA,Americas,SG,23,Miami Heat,11,32.0,5.6,14.6,0.388,0.6,3.1,0.222,5.0,11.6,0.431,0.404,2.0,3.1,0.667,1.9,6.5,8.2,5.0,0.8,0.6,2.8,4.4,14.1,2019,NBA
1613,Christian Wood,208,97,USA,Americas,PF,24,Detroit Pistons,62,21.4,8.6,15.3,0.567,1.7,4.3,0.386,7.1,11.0,0.636,0.618,5.4,7.3,0.744,3.2,8.6,11.8,1.9,0.9,1.7,2.6,3.0,24.5,2019,NBA
1614,Delon Wright,196,84,USA,Americas,PG,27,Dallas Mavericks,73,21.5,4.8,10.4,0.462,1.1,3.2,0.37,3.7,7.3,0.504,0.514,2.0,2.6,0.77,1.9,5.4,7.1,6.1,2.2,0.6,1.9,2.4,12.8,2019,NBA
1615,Thaddeus Young,203,106,USA,Americas,PF,31,Chicago Bulls,64,24.9,6.7,15.1,0.448,1.9,5.6,0.356,4.8,9.5,0.501,0.507,1.1,1.8,0.583,2.4,5.6,7.9,2.9,2.2,0.6,2.6,3.4,16.5,2019,NBA
1616,Trae Young,185,74,USA,Americas,PG,21,Atlanta Hawks,60,35.3,10.3,23.6,0.437,3.9,10.8,0.361,6.5,12.9,0.501,0.519,9.1,10.5,0.86,0.6,4.2,4.9,10.5,1.2,0.1,5.4,1.9,33.5,2019,NBA
1617,Cody Zeller,211,109,USA,Americas,C,27,Charlotte Hornets,58,23.1,7.4,14.4,0.524,0.5,2.3,0.24,6.9,12.1,0.577,0.531,3.6,5.4,0.682,4.8,7.4,12.3,2.6,1.2,0.7,2.3,4.2,19.2,2019,NBA
1618,Ivica Zubac,213,109,Bosnia and Herzegovina,Europe,C,22,Los Angeles Clippers,72,18.4,7.2,11.5,0.613,0.0,0.0,0.0,7.2,11.5,0.616,0.626,3.7,5.0,0.747,5.9,10.4,16.3,2.4,0.4,2.0,1.7,5.0,18.0,2019,NBA
1619,Precious Achiuwa,203,102,Nigeria,Africa,PF,21,Miami Heat,61,12.1,6.6,12.2,0.544,0.0,0.0,0.0,6.6,12.2,0.546,0.541,3.0,6.0,0.509,4.0,7.3,11.2,1.7,1.0,1.7,2.3,5.0,16.5,2020,NBA
1620,Steven Adams,211,120,New Zealand,Oceania,C,27,New Orleans Pelicans,58,27.7,4.8,7.7,0.614,0.0,0.1,0.0,4.8,7.7,0.62,0.623,1.4,3.3,0.444,5.3,7.5,12.9,2.7,1.3,1.0,1.9,2.7,11.0,2020,NBA
1621,Bam Adebayo,206,116,USA,Americas,C,23,Miami Heat,64,33.5,8.5,14.9,0.57,0.0,0.1,0.25,8.5,14.8,0.573,0.57,5.3,6.6,0.799,2.6,8.0,10.7,6.4,1.4,1.2,3.1,2.7,22.3,2020,NBA
1622,LaMarcus Aldridge,211,113,USA,Americas,C,35,San Antonio Spurs,26,25.9,8.3,17.6,0.473,1.9,4.8,0.388,6.5,12.8,0.505,0.526,2.5,2.8,0.872,1.1,5.9,6.9,2.9,0.6,1.7,1.5,2.8,20.8,2020,NBA
1623,Nickeil Alexander-Walker,198,93,Canada,Americas,SG,22,New Orleans Pelicans,46,21.9,7.7,18.3,0.419,3.1,8.8,0.347,4.6,9.5,0.485,0.505,1.8,2.6,0.727,0.5,5.1,5.7,4.0,1.8,0.9,2.7,3.5,20.1,2020,NBA
1624,Grayson Allen,193,90,USA,Americas,SG,25,Memphis Grizzlies,50,25.2,5.6,13.2,0.418,3.3,8.7,0.391,2.1,4.4,0.471,0.549,2.5,2.9,0.868,0.6,4.4,5.1,3.5,1.4,0.3,1.6,2.2,16.8,2020,NBA
1625,Jarrett Allen,211,110,USA,Americas,C,22,Cleveland Cavaliers,63,29.6,6.4,10.4,0.618,0.1,0.4,0.316,6.2,9.9,0.631,0.62,4.3,6.2,0.703,4.2,9.3,13.5,2.3,0.7,1.9,2.2,2.0,17.3,2020,NBA
1626,Al-Farouq Aminu,203,100,USA,Americas,PF,30,Orlando Magic,23,18.9,3.6,9.1,0.384,0.6,3.4,0.216,2.8,5.7,0.484,0.429,1.7,2.1,0.818,2.1,8.0,10.2,2.8,1.7,0.8,2.5,2.8,9.3,2020,NBA
1627,Kyle Anderson,206,104,USA,Americas,PF,27,Memphis Grizzlies,69,27.3,6.6,13.9,0.468,2.1,5.6,0.36,4.5,8.5,0.539,0.55,3.1,4.0,0.783,1.2,7.3,8.4,5.3,1.8,1.2,1.8,2.5,18.2,2020,NBA
1628,Giannis Antetokounmpo,211,110,Greece,Europe,PF,26,Milwaukee Bucks,61,33.0,12.5,21.8,0.569,1.3,4.4,0.303,11.2,17.5,0.636,0.603,7.9,11.5,0.685,1.9,11.4,13.3,7.2,1.5,1.5,4.1,3.4,34.1,2020,NBA
1629,Carmelo Anthony,201,108,USA,Americas,PF,36,Portland Trail Blazers,69,24.5,7.7,18.4,0.421,3.1,7.7,0.409,4.6,10.8,0.429,0.503,3.3,3.6,0.89,0.8,4.2,5.1,2.4,1.1,1.0,1.5,3.4,21.9,2020,NBA
1630,Cole Anthony,188,84,USA,Americas,PG,20,Orlando Magic,47,27.1,6.9,17.3,0.397,1.8,5.5,0.337,5.0,12.0,0.424,0.451,3.4,4.1,0.832,1.2,5.8,6.9,6.1,0.9,0.6,3.4,3.1,19.0,2020,NBA
1631,OG Anunoby,201,105,United Kingdom of Great Britain and Northern Ireland,Europe,SF,23,Toronto Raptors,43,33.3,7.0,14.5,0.48,2.9,7.3,0.398,4.1,7.2,0.562,0.583,2.3,2.9,0.784,1.6,5.2,6.6,2.6,1.8,0.8,2.0,3.2,19.1,2020,NBA
1632,Ryan Arcidiacono,190,88,USA,Americas,PG,26,Chicago Bulls,44,10.2,4.3,10.6,0.419,2.4,5.9,0.373,2.0,4.3,0.48,0.519,1.2,2.0,0.65,0.4,5.5,5.9,5.1,0.8,0.0,0.8,4.3,12.2,2020,NBA
1633,Trevor Ariza,203,97,USA,Americas,SF,35,Miami Heat,30,28.0,4.7,11.4,0.411,2.4,6.9,0.35,2.3,4.7,0.5,0.518,1.6,2.1,0.773,1.3,5.6,6.9,2.6,1.4,0.9,1.0,2.6,13.4,2020,NBA
1634,D.J. Augustin,180,83,USA,Americas,PG,33,Milwaukee Bucks,57,19.8,4.8,12.1,0.394,3.0,7.7,0.382,1.8,4.4,0.413,0.521,3.0,3.2,0.904,0.8,2.6,3.2,6.7,1.0,0.0,2.2,2.0,15.6,2020,NBA
1635,Deni Avdija,206,95,Israel,Asia,SF,20,Washington Wizards,54,23.3,4.1,10.0,0.417,1.7,5.3,0.315,2.4,4.6,0.535,0.495,0.9,1.4,0.644,0.7,7.6,8.4,2.1,1.0,0.5,1.0,4.5,10.8,2020,NBA
1636,Deandre Ayton,211,113,Bahamas,Americas,C,22,Phoenix Suns,69,30.7,8.1,13.0,0.626,0.1,0.4,0.2,8.1,12.6,0.639,0.627,2.5,3.3,0.769,4.3,9.4,13.7,1.8,0.8,1.6,2.0,3.6,18.8,2020,NBA
1637,Dwayne Bacon,198,100,USA,Americas,SG,25,Orlando Magic,72,25.7,6.4,15.7,0.402,1.2,4.5,0.285,5.0,11.2,0.449,0.446,3.1,3.7,0.824,0.6,4.2,4.8,2.0,0.9,0.2,0.9,2.2,17.0,2020,NBA
1638,Marvin Bagley III,211,106,USA,Americas,PF,21,Sacramento Kings,43,25.9,8.8,17.6,0.504,1.4,3.9,0.343,7.6,13.7,0.55,0.54,2.8,4.8,0.575,3.9,7.6,11.4,1.5,0.8,0.8,2.2,3.6,21.8,2020,NBA
1639,LaMelo Ball,201,82,USA,Americas,PG,19,Charlotte Hornets,51,28.8,7.9,18.3,0.436,2.5,7.1,0.352,5.4,11.2,0.489,0.5,3.5,4.4,0.758,1.7,6.5,8.2,8.5,2.2,0.6,3.9,3.8,21.8,2020,NBA
1640,Lonzo Ball,198,86,USA,Americas,PG,23,New Orleans Pelicans,55,31.8,6.7,16.0,0.414,3.9,10.4,0.378,2.6,5.7,0.482,0.541,1.1,1.5,0.781,0.8,5.3,6.0,7.2,1.9,0.8,2.8,2.4,18.4,2020,NBA
1641,Mo Bamba,213,105,USA,Americas,C,22,Orlando Magic,46,15.8,7.8,16.5,0.472,2.0,6.6,0.322,5.8,10.1,0.568,0.533,2.5,3.5,0.682,4.3,10.4,14.7,2.0,0.8,3.3,2.0,4.8,20.3,2020,NBA
1642,Desmond Bane,196,97,USA,Americas,SG,22,Memphis Grizzlies,68,22.3,6.1,13.1,0.469,3.0,7.2,0.432,3.0,6.1,0.513,0.58,1.1,1.3,0.816,0.9,4.7,5.6,3.0,1.1,0.4,1.6,3.2,16.5,2020,NBA
1643,Harrison Barnes,203,102,USA,Americas,PF,28,Sacramento Kings,58,36.2,6.1,12.3,0.497,1.9,4.9,0.391,4.2,7.4,0.567,0.573,3.8,4.5,0.83,1.2,6.1,7.3,3.9,0.8,0.2,1.8,1.4,17.8,2020,NBA
1644,RJ Barrett,198,97,Canada,Americas,SG,20,New York Knicks,72,34.9,7.4,16.8,0.441,1.9,4.9,0.401,5.5,11.9,0.457,0.497,3.3,4.4,0.746,1.0,5.5,6.6,3.4,0.8,0.3,2.2,3.0,20.2,2020,NBA
1645,Will Barton,198,82,USA,Americas,SF,30,Denver Nuggets,56,31.0,5.9,14.1,0.426,2.3,5.9,0.381,3.7,8.1,0.459,0.5,2.2,2.8,0.785,0.9,4.3,5.2,4.1,1.2,0.5,2.2,2.2,16.4,2020,NBA
1646,Nicolas Batum,203,104,France,Europe,SF,32,Los Angeles Clippers,67,27.4,4.2,8.9,0.464,2.3,6.0,0.404,1.8,3.1,0.579,0.601,1.0,1.3,0.828,1.0,5.8,6.9,3.2,1.5,0.9,1.2,2.2,11.8,2020,NBA
1647,Aron Baynes,208,118,New Zealand,Oceania,C,34,Toronto Raptors,53,18.5,5.4,12.3,0.441,1.1,4.1,0.262,4.3,8.2,0.532,0.484,1.1,1.7,0.707,3.5,7.6,11.2,1.9,0.6,0.9,1.9,4.8,13.2,2020,NBA
1648,Kent Bazemore,193,88,USA,Americas,SF,31,Golden State Warriors,67,19.9,5.2,11.9,0.449,2.2,5.4,0.408,3.0,6.2,0.486,0.529,1.6,2.4,0.692,0.8,6.0,6.8,3.2,2.0,1.0,2.4,4.8,14.5,2020,NBA
1649,Darius Bazley,203,94,USA,Americas,PF,20,Oklahoma City Thunder,55,31.2,6.4,16.0,0.396,1.9,6.7,0.29,4.5,9.4,0.47,0.459,2.9,4.1,0.702,1.2,8.1,9.2,2.3,0.6,0.6,2.8,1.4,17.6,2020,NBA
1650,Bradley Beal,193,94,USA,Americas,SG,27,Washington Wizards,60,35.8,12.5,25.7,0.485,2.5,6.9,0.349,10.1,18.8,0.535,0.535,7.6,8.6,0.889,1.3,3.9,5.3,4.9,1.3,0.4,3.5,2.6,35.0,2020,NBA
1651,Malik Beasley,193,85,USA,Americas,SG,24,Minnesota Timberwolves,37,32.8,8.7,19.8,0.44,4.3,10.6,0.399,4.5,9.1,0.487,0.548,2.2,2.7,0.85,1.0,4.4,5.4,2.9,1.0,0.2,2.0,2.1,23.9,2020,NBA
1652,DeAndre' Bembry,196,95,USA,Americas,SF,26,Toronto Raptors,51,19.1,4.8,9.4,0.513,0.6,2.1,0.264,4.2,7.1,0.589,0.543,1.9,2.7,0.682,1.3,4.6,6.1,4.4,2.1,0.8,2.9,3.6,11.9,2020,NBA
1653,Dāvis Bertāns,208,102,Latvia,Europe,PF,28,Washington Wizards,57,25.7,5.3,13.1,0.404,4.7,11.7,0.395,0.6,1.4,0.48,0.584,2.8,3.1,0.87,0.5,4.0,4.5,1.4,0.9,0.3,0.9,3.7,17.9,2020,NBA
1654,Patrick Beverley,185,82,USA,Americas,PG,32,Los Angeles Clippers,37,22.5,4.4,10.5,0.423,2.7,6.8,0.397,1.8,3.7,0.468,0.548,1.8,2.1,0.8,1.4,4.3,5.7,3.7,1.4,1.4,1.6,5.2,13.3,2020,NBA
1655,Saddiq Bey,201,97,USA,Americas,SF,21,Detroit Pistons,70,27.3,5.9,14.5,0.404,3.7,9.7,0.38,2.2,4.8,0.45,0.534,2.6,3.1,0.844,0.9,5.7,6.6,2.1,1.0,0.3,1.3,2.3,17.9,2020,NBA
1656,Khem Birch,206,106,Canada,Americas,C,28,Orlando Magic,67,22.8,4.9,10.0,0.497,0.4,1.4,0.25,4.6,8.6,0.537,0.51,2.5,3.3,0.705,4.6,5.6,10.2,2.3,1.2,1.2,1.2,3.0,12.6,2020,NBA
1657,Goga Bitadze,211,113,Georgia,Asia,C,21,Indiana Pacers,45,12.5,5.8,13.8,0.428,1.3,5.8,0.253,4.5,8.3,0.548,0.467,3.2,4.5,0.738,4.2,6.4,10.6,2.6,0.6,4.2,1.3,6.7,16.3,2020,NBA
1658,Bismack Biyombo,203,116,Republic of the Congo,Africa,C,28,Charlotte Hornets,66,20.4,4.3,7.3,0.587,0.0,0.0,0.0,4.3,7.3,0.589,0.589,1.4,3.1,0.448,4.1,6.3,10.4,2.4,0.6,2.2,2.2,4.1,9.8,2020,NBA
1659,Nemanja Bjelica,208,106,Serbia,Europe,PF,32,Sacramento Kings,37,16.1,6.0,13.2,0.454,1.7,5.7,0.318,4.2,7.5,0.559,0.519,2.5,3.5,0.725,2.0,6.5,8.4,4.7,1.0,0.2,2.2,4.5,16.1,2020,NBA
1660,Eric Bledsoe,185,97,USA,Americas,SG,31,New Orleans Pelicans,71,29.7,5.8,13.9,0.421,2.3,6.7,0.341,3.5,7.1,0.496,0.5,2.6,3.6,0.687,0.5,4.0,4.6,5.1,1.1,0.4,2.2,2.2,16.4,2020,NBA
1661,Bogdan Bogdanović,198,100,Serbia,Europe,SG,28,Atlanta Hawks,44,29.7,8.2,17.2,0.473,4.4,10.2,0.438,3.8,7.1,0.522,0.605,1.2,1.3,0.909,0.7,4.3,4.8,4.4,1.5,0.4,1.6,3.1,22.1,2020,NBA
1662,Bojan Bogdanović,201,102,Bosnia and Herzegovina,Europe,SF,31,Utah Jazz,72,30.8,7.3,16.6,0.439,3.2,8.3,0.39,4.0,8.3,0.487,0.536,4.2,4.8,0.879,0.8,4.3,5.1,2.5,0.8,0.1,2.3,2.1,22.1,2020,NBA
1663,Jordan Bone,188,82,USA,Americas,PG,23,Orlando Magic,14,14.0,4.6,11.1,0.426,2.0,6.6,0.313,2.6,4.6,0.591,0.505,0.0,0.0,0.0,0.9,4.0,4.9,3.7,0.3,0.0,0.6,2.3,11.4,2020,NBA
1664,Isaac Bonga,203,82,Germany,Europe,SF,21,Washington Wizards,40,10.8,3.0,7.4,0.37,1.1,4.4,0.277,1.5,3.3,0.5,0.48,0.4,0.7,0.625,1.9,4.4,6.3,2.2,1.1,0.7,2.2,5.9,7.4,2020,NBA
1665,Devin Booker,196,93,USA,Americas,SG,24,Phoenix Suns,67,33.9,11.0,22.7,0.484,2.2,6.5,0.34,8.7,16.2,0.543,0.533,6.0,7.0,0.867,0.6,4.4,5.0,5.1,0.9,0.2,3.7,3.2,30.2,2020,NBA
1666,Chris Boucher,206,91,Saint Lucia,Americas,C,28,Toronto Raptors,60,24.2,7.9,15.4,0.514,2.5,6.4,0.383,5.5,8.9,0.609,0.594,4.1,5.3,0.788,3.3,7.9,11.1,1.8,1.0,3.1,1.3,4.6,22.5,2020,NBA
1667,Avery Bradley,190,82,USA,Americas,SG,30,Houston Rockets,27,22.3,4.3,11.3,0.374,2.2,6.6,0.327,2.0,4.7,0.443,0.478,0.7,1.1,0.8,0.5,3.2,3.8,3.0,1.4,0.2,1.8,3.6,11.5,2020,NBA
1668,Tony Bradley,208,112,USA,Americas,C,23,Oklahoma City Thunder,42,16.3,7.6,11.5,0.665,0.0,0.2,0.0,7.6,11.3,0.675,0.661,2.2,3.2,0.691,4.9,9.1,14.0,2.2,1.0,1.7,2.0,3.7,17.4,2020,NBA
1669,Ignas Brazdeikis,198,100,Lithuania,Europe,SF,22,Orlando Magic,13,19.2,5.6,13.3,0.422,1.7,4.6,0.393,3.8,8.8,0.436,0.485,1.7,2.3,0.714,1.7,5.4,7.3,2.7,0.6,0.4,1.9,3.5,14.6,2020,NBA
1670,Mikal Bridges,198,95,USA,Americas,SF,24,Phoenix Suns,72,32.6,6.1,11.4,0.543,2.3,5.4,0.425,3.9,6.0,0.647,0.636,1.8,2.2,0.84,1.3,3.9,5.3,2.6,1.3,1.1,1.0,2.0,16.6,2020,NBA
1671,Miles Bridges,198,102,USA,Americas,PF,22,Charlotte Hornets,66,29.3,6.4,12.8,0.503,2.5,6.0,0.4,4.1,6.8,0.593,0.598,2.0,2.3,0.867,1.6,6.6,8.2,3.0,1.0,1.1,2.2,3.0,17.3,2020,NBA
1672,Oshae Brissett,201,95,Canada,Americas,SF,22,Indiana Pacers,21,24.7,5.7,11.7,0.483,2.6,6.0,0.423,3.1,5.7,0.548,0.598,3.9,5.0,0.769,2.3,6.6,8.9,1.5,1.5,1.6,0.8,2.4,17.7,2020,NBA
1673,Malcolm Brogdon,196,104,USA,Americas,PG,28,Indiana Pacers,56,34.5,9.2,20.3,0.453,3.0,7.8,0.388,6.1,12.5,0.493,0.527,3.1,3.7,0.864,1.2,4.9,6.1,6.8,1.0,0.3,2.4,2.3,24.6,2020,NBA
1674,Armoni Brooks,190,88,USA,Americas,SG,22,Houston Rockets,20,26.0,6.0,14.8,0.406,4.6,12.2,0.382,1.4,2.8,0.514,0.561,0.6,0.9,0.583,0.8,4.5,5.2,2.3,0.9,0.5,1.7,2.6,17.2,2020,NBA
1675,Dillon Brooks,201,102,Canada,Americas,SF,25,Memphis Grizzlies,67,29.8,8.6,20.7,0.419,2.6,7.5,0.344,6.0,13.2,0.461,0.478,3.2,3.9,0.815,1.1,2.8,3.9,3.1,1.6,0.5,2.4,4.7,23.1,2020,NBA
1676,Bruce Brown,193,92,USA,Americas,PG,24,Brooklyn Nets,65,22.3,6.5,11.7,0.556,0.5,1.6,0.288,6.1,10.0,0.599,0.577,2.3,3.2,0.735,3.0,6.6,9.7,2.9,1.6,0.7,1.4,3.9,15.8,2020,NBA
1677,Jaylen Brown,198,101,USA,Americas,SG,24,Boston Celtics,58,34.5,10.8,22.3,0.484,3.2,8.2,0.397,7.5,14.0,0.536,0.556,3.8,5.0,0.764,1.4,5.6,7.0,3.9,1.4,0.7,3.1,3.4,28.6,2020,NBA
1678,Moses Brown,218,111,USA,Americas,C,21,Oklahoma City Thunder,43,21.4,6.4,11.6,0.545,0.0,0.0,0.0,6.4,11.6,0.545,0.552,3.4,5.4,0.619,6.7,9.9,16.6,0.4,1.3,2.1,1.9,4.1,16.1,2020,NBA
1679,Sterling Brown,196,99,USA,Americas,SG,25,Houston Rockets,51,24.1,4.8,11.0,0.448,3.0,7.0,0.423,2.0,4.0,0.492,0.573,0.8,1.0,0.806,1.2,6.0,7.3,2.3,1.2,0.3,1.3,3.2,13.6,2020,NBA
1680,Troy Brown Jr.,198,97,USA,Americas,SF,21,Washington Wizards,34,15.4,4.7,10.9,0.431,1.6,5.5,0.314,3.1,5.7,0.541,0.505,1.0,1.6,0.714,1.6,6.5,8.1,2.3,0.8,0.5,1.6,3.6,12.2,2020,NBA
1681,Jalen Brunson,185,86,USA,Americas,PG,24,Dallas Mavericks,68,25.0,7.7,14.7,0.523,1.9,4.6,0.405,5.8,10.1,0.578,0.588,2.9,3.5,0.795,0.6,4.8,5.4,5.6,0.8,0.0,1.9,2.6,20.2,2020,NBA
1682,Thomas Bryant,208,112,USA,Americas,C,23,Washington Wizards,10,27.1,8.7,13.4,0.648,1.3,3.1,0.429,7.4,10.3,0.714,0.698,2.4,3.5,0.667,2.7,6.3,9.0,2.2,0.6,1.2,1.6,4.6,21.1,2020,NBA
1683,Reggie Bullock,198,93,USA,Americas,SF,29,New York Knicks,65,30.0,5.1,11.5,0.442,3.3,8.1,0.41,1.7,3.3,0.521,0.587,1.1,1.1,0.909,0.3,4.3,4.5,2.0,1.1,0.3,0.9,2.9,14.5,2020,NBA
