,Player,Height,Weight,Nationality,Continent,Pos,Age,Team,GP,MP,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,eFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,League
2244,Bojan Dubljevic,206,110,Montenegro,Europe,FC,26,Valencia Basket,24,20.2,7.3,15.6,0.471,2.0,5.1,0.371,5.3,10.5,0.509,0.532,4.8,5.7,0.814,3.0,6.7,9.9,2.8,1.0,0.2,2.8,4.6,21.4,2017,EL
2245,Zoran Dragic,196,91,Slovenia,Europe,SG,28,Anadolu Efes,14,28.1,5.1,12.1,0.429,1.7,5.7,0.304,3.4,6.4,0.533,0.492,3.0,3.4,0.853,1.0,2.0,3.0,3.8,1.1,0.1,2.0,3.4,15.1,2017,EL
2246,Chris Singleton,203,103,USA,Americas,FC,28,Panathinaikos,34,30.2,4.0,9.0,0.435,2.3,5.0,0.461,1.7,4.0,0.433,0.572,3.4,4.8,0.732,1.3,6.4,7.7,1.5,1.3,0.9,2.1,4.5,13.6,2017,EL
2247,Arturas Gudaitis,208,115,Lithuania,Europe,C,24,AX Armani Exchange Milan,29,20.7,6.6,9.7,0.671,0.0,0.0,0.0,6.6,9.7,0.68,0.68,7.0,9.7,0.715,4.6,7.5,12.2,0.4,1.2,2.1,1.4,5.2,19.9,2017,EL
2248,Bryant Dunston,203,106,USA,Americas,C,31,Anadolu Efes,30,28.2,5.5,8.7,0.645,0.1,0.3,0.333,5.4,8.4,0.644,0.638,3.3,4.7,0.697,3.0,4.8,7.7,1.8,1.0,2.4,1.4,3.5,14.5,2017,EL
2249,Augustine Rubit,201,100,USA,Americas,PF,28,Brose Baskets Bamberg,30,21.7,6.5,12.4,0.527,0.4,1.1,0.368,6.1,11.2,0.541,0.54,5.2,6.6,0.794,4.1,4.6,8.7,1.7,1.3,0.6,2.2,5.2,18.6,2017,EL
2250,Adam Waczynski,198,95,Poland,Europe,GF,28,Unicaja,27,18.9,7.6,15.0,0.5,4.0,8.0,0.495,3.6,7.0,0.515,0.64,2.3,2.8,0.829,1.9,3.0,4.9,2.3,1.5,0.0,2.1,3.6,21.4,2017,EL
2251,Tibor Pleiss,221,116,Germany,Europe,C,28,Valencia Basket,29,19.3,8.5,14.9,0.565,0.4,0.6,0.5,8.1,14.3,0.565,0.584,3.7,4.6,0.797,3.3,7.7,10.8,1.2,0.8,2.3,2.5,5.0,20.9,2017,EL
2252,Kostas Sloukas,188,95,Greece,Europe,PG,28,Fenerbahce Ulker,35,24.8,5.3,12.4,0.428,1.9,5.2,0.381,3.4,7.3,0.467,0.504,3.5,3.9,0.916,0.8,3.2,4.0,8.7,1.0,0.2,3.2,2.6,16.1,2017,EL
2253,James Gist,206,106,USA,Americas,PF,31,Panathinaikos,34,25.4,6.1,11.2,0.546,0.6,2.2,0.25,5.5,9.0,0.614,0.571,2.8,4.1,0.674,3.0,3.9,6.9,1.6,1.3,0.6,1.7,4.7,15.4,2017,EL
2254,Ante Tomic,216,102,Croatia,Europe,C,31,Barca,28,18.6,8.4,13.8,0.618,0.0,0.0,0.0,8.4,13.8,0.609,0.609,4.1,6.7,0.605,3.7,6.7,10.5,3.4,0.6,0.6,2.4,5.2,20.9,2017,EL
2255,Gigi Datome,203,97,Italy,Europe,SF,30,Fenerbahce Ulker,35,23.9,5.7,11.9,0.486,2.5,5.5,0.444,3.2,6.4,0.5,0.584,2.2,2.3,0.898,1.2,4.5,5.5,1.8,0.7,1.0,1.7,3.3,16.1,2017,EL
2256,Daniel Hackett,196,97,USA,Americas,G,30,Brose Baskets Bamberg,26,24.0,5.2,10.5,0.497,1.5,4.2,0.369,3.7,6.3,0.579,0.567,4.0,5.0,0.808,0.3,4.2,4.5,5.7,0.7,0.0,2.3,3.8,16.0,2017,EL
2257,Curtis Jerrells,185,88,USA,Americas,PG,31,AX Armani Exchange Milan,24,20.7,6.6,14.7,0.445,3.1,8.5,0.368,3.5,6.2,0.563,0.554,2.3,2.9,0.8,0.6,2.9,3.5,5.2,1.0,0.0,2.3,2.9,18.4,2017,EL
2258,Trey Thompkins,208,111,USA,Americas,PF,27,Real Madrid,29,21.2,6.4,13.4,0.483,2.6,6.4,0.42,3.8,7.0,0.541,0.575,2.3,2.6,0.857,1.7,7.9,9.6,2.1,1.3,0.6,1.5,3.6,17.9,2017,EL
2259,Vladimir Stimac,211,113,Serbia,Europe,C,30,Anadolu Efes,30,18.2,8.1,14.1,0.583,0.0,0.2,0.0,8.1,13.8,0.587,0.574,4.4,6.2,0.694,5.5,7.3,12.7,2.2,1.3,0.7,2.0,3.5,20.7,2017,EL
2260,Jaycee Carroll,188,77,USA,Americas,SG,34,Real Madrid,36,16.0,8.2,16.2,0.513,3.8,8.2,0.458,4.5,8.0,0.562,0.623,3.0,3.2,0.957,0.5,1.5,2.2,1.2,0.8,0.5,1.5,3.8,23.5,2017,EL
2261,Fernando San Emeterio,198,105,Spain,Europe,GF,34,Valencia Basket,20,22.2,6.1,13.5,0.45,2.5,6.5,0.403,3.6,7.0,0.513,0.544,2.0,2.5,0.793,0.5,4.5,5.0,4.1,0.4,0.0,2.9,2.5,16.9,2017,EL
2262,Brandon Davies,208,109,USA,Americas,PF,26,Zalgiris,36,17.4,7.6,13.3,0.577,0.0,0.0,0.0,7.6,13.3,0.569,0.571,6.0,7.1,0.848,3.4,4.8,8.0,2.1,2.1,0.9,3.0,7.1,21.4,2017,EL
2263,Gustavo Ayon,208,113,Mexico,Americas,C,32,Real Madrid,18,23.0,6.8,11.8,0.577,0.0,0.0,0.0,6.8,11.8,0.574,0.576,2.4,4.2,0.581,3.3,6.8,10.1,4.9,2.4,1.4,2.4,4.3,16.2,2017,EL
2264,James Nunnally,201,100,USA,Americas,F,27,Fenerbahce Ulker,29,20.6,6.2,11.7,0.54,3.1,5.6,0.554,3.1,6.0,0.516,0.662,2.3,2.5,0.897,0.8,3.1,3.9,2.5,1.4,0.4,2.1,3.3,18.1,2017,EL
2265,Ray McCallum,190,87,USA,Americas,PG,26,Unicaja,30,21.5,6.7,15.8,0.426,1.1,3.9,0.286,5.6,11.9,0.469,0.459,2.6,4.1,0.627,1.1,3.2,4.3,5.0,1.7,0.4,2.8,3.0,17.3,2017,EL
2266,Jayson Granger,188,88,Uruguay,Americas,PG,28,Baskonia,31,21.6,6.3,14.4,0.44,2.8,7.0,0.402,3.5,7.4,0.475,0.535,1.7,2.2,0.737,0.4,3.1,3.5,9.4,0.9,0.0,3.7,2.6,17.2,2017,EL
2267,Krunoslav Simon,198,100,Croatia,Europe,F,32,Anadolu Efes,26,28.2,4.5,11.8,0.384,2.1,6.1,0.339,2.4,5.7,0.425,0.47,2.0,2.4,0.818,1.1,4.4,5.5,4.8,1.3,0.3,2.4,4.0,13.0,2017,EL
2268,James Anderson,198,95,USA,Americas,GF,28,Khimki,31,21.8,6.2,13.8,0.455,2.4,7.0,0.345,3.9,6.8,0.568,0.536,2.0,2.4,0.875,0.9,4.2,5.1,2.4,1.1,0.6,1.7,4.2,16.9,2017,EL
2269,Milko Bjelica,201,102,Serbia,Europe,PF,33,KK Crvena Zvezda,29,26.0,4.9,12.6,0.397,1.4,4.8,0.297,3.5,7.8,0.451,0.444,2.8,4.0,0.693,1.8,3.8,5.7,2.2,0.6,0.3,1.1,4.0,14.2,2017,EL
2270,Tyler Honeycutt,203,86,USA,Americas,F,27,Khimki,17,21.2,6.0,12.8,0.474,2.8,5.8,0.491,3.2,7.0,0.459,0.578,2.3,2.6,0.87,1.7,8.5,10.2,3.4,2.1,1.3,2.8,2.8,17.4,2017,EL
2271,James Augustine,208,106,USA,Americas,FC,34,Unicaja,29,23.3,7.2,11.3,0.642,0.0,0.3,0.0,7.2,11.0,0.656,0.637,1.4,2.2,0.564,5.2,6.4,11.5,2.4,1.7,0.9,1.0,3.3,15.8,2017,EL
2272,Michael Roll,196,91,USA,Americas,G,30,Maccabi FOX Tel Aviv,29,26.2,5.0,10.8,0.468,1.7,4.0,0.408,3.4,6.9,0.489,0.542,2.1,2.4,0.889,0.5,2.7,3.1,4.4,0.5,0.2,1.4,2.4,13.9,2017,EL
2273,Aaron White,206,100,USA,Americas,F,25,Zalgiris,36,22.4,5.9,11.1,0.538,1.1,2.5,0.385,4.8,8.6,0.562,0.581,3.0,4.1,0.747,2.0,5.9,7.9,1.8,1.1,0.7,1.6,3.8,15.9,2017,EL
2274,Nicolo Melli,206,106,Italy,Europe,PF,27,Fenerbahce Ulker,36,26.5,4.7,9.2,0.502,1.4,3.3,0.43,3.3,5.9,0.564,0.587,2.7,3.5,0.805,2.3,5.1,7.5,2.6,1.4,0.5,1.7,3.8,13.4,2017,EL
2275,Rakim Sanders,196,103,USA,Americas,GF,28,Barca,15,20.3,6.9,16.6,0.421,2.2,6.3,0.333,4.7,10.2,0.462,0.482,1.4,1.8,0.786,1.4,4.5,6.1,1.8,3.0,0.6,1.6,4.9,17.5,2017,EL
2276,Jeff Brooks,203,97,USA,Americas,PF,28,Unicaja,26,22.9,6.1,12.1,0.5,1.2,3.0,0.395,4.9,9.1,0.538,0.554,2.1,2.8,0.78,3.1,4.4,7.5,1.7,1.0,0.7,1.6,3.1,15.4,2017,EL
2277,Nikola Milutinov,213,100,Serbia,Europe,C,23,Olympiacos,29,21.7,6.1,9.4,0.653,0.0,0.0,0.0,6.1,9.4,0.647,0.649,3.9,5.2,0.756,4.2,6.3,10.5,1.8,1.1,1.1,2.0,3.7,16.2,2017,EL
2278,Johannes Voigtmann,211,103,Germany,Europe,C,25,Baskonia,34,21.3,6.4,10.1,0.622,1.7,2.8,0.577,4.7,7.3,0.641,0.718,2.1,3.0,0.667,2.1,6.2,8.3,3.0,0.8,0.6,2.1,3.2,16.3,2017,EL
2279,Jamel McLean,203,104,USA,Americas,F,29,Olympiacos,32,18.0,6.4,11.8,0.55,0.0,0.2,0.25,6.4,11.6,0.558,0.542,6.2,9.6,0.657,4.2,6.2,10.4,2.2,0.9,0.4,3.1,5.1,19.3,2017,EL
2280,Brock Motum,208,106,Australia,Oceania,PF,27,Anadolu Efes,29,19.2,6.9,14.6,0.475,2.1,5.2,0.384,4.8,9.4,0.511,0.545,2.1,2.1,0.967,2.1,4.2,6.2,1.5,0.6,0.0,1.7,2.7,18.1,2017,EL
2281,Adam Hanga,201,91,Hungary,Europe,SF,28,Barca,26,24.7,5.2,11.3,0.453,1.6,4.5,0.347,3.6,6.8,0.524,0.531,2.3,3.2,0.679,1.8,4.2,6.0,3.2,1.1,1.1,2.1,3.9,14.1,2017,EL
2282,Mathias Lessort,206,113,France,Europe,F,22,KK Crvena Zvezda,30,21.1,6.3,11.6,0.549,0.0,0.0,0.0,6.3,11.6,0.541,0.543,3.4,5.5,0.632,5.5,5.3,10.8,1.5,1.5,1.3,3.2,5.3,16.1,2017,EL
2283,K.C. Rivers,196,90,USA,Americas,SF,31,Panathinaikos,31,23.4,5.1,12.6,0.409,2.9,8.2,0.358,2.2,4.4,0.5,0.52,1.2,1.7,0.656,1.2,3.4,4.6,1.4,1.9,0.2,1.2,3.4,14.5,2017,EL
2284,Kyle Hines,198,104,USA,Americas,FC,31,CSKA Moscow,31,21.8,6.1,9.9,0.605,0.0,0.0,0.0,6.1,9.9,0.611,0.616,3.5,4.4,0.787,3.7,4.4,8.1,2.2,2.0,1.5,0.7,4.8,15.4,2017,EL
2285,Alex Tyus,203,100,USA,Americas,F,30,Maccabi FOX Tel Aviv,30,20.0,7.4,12.0,0.619,0.0,0.0,0.0,7.4,12.0,0.617,0.617,1.8,3.8,0.491,4.4,5.6,10.0,0.4,1.0,2.0,1.2,3.2,16.8,2017,EL
2286,Felipe Reyes,206,120,Spain,Europe,FC,37,Real Madrid,35,15.5,7.2,12.6,0.582,0.3,0.5,0.429,7.0,12.1,0.574,0.583,6.7,8.5,0.793,4.4,6.7,11.1,2.1,0.5,0.5,3.1,6.2,21.7,2017,EL
2287,Alen Omic,218,102,Bosnia and Herzegovina,Europe,C,25,KK Crvena Zvezda,11,17.4,8.0,11.3,0.704,0.0,0.0,0.0,8.0,11.3,0.714,0.708,3.4,6.4,0.516,3.7,5.3,9.0,1.8,0.5,0.5,2.3,5.3,19.3,2017,EL
2288,Pierre Oriola,203,106,Spain,Europe,PF,25,Barca,27,18.8,6.4,11.3,0.562,1.3,2.6,0.469,5.1,8.7,0.585,0.624,3.6,4.9,0.746,2.8,4.5,7.4,1.3,0.6,0.6,1.5,6.2,17.7,2017,EL
2289,Kostas Papanikolaou,203,102,Greece,Europe,PF,27,Olympiacos,28,24.1,4.1,8.6,0.469,1.5,4.0,0.373,2.7,4.6,0.571,0.564,4.1,5.3,0.775,1.7,5.5,7.1,3.5,1.7,0.7,2.5,3.5,13.8,2017,EL
2290,Matt Janning,193,90,USA,Americas,GF,29,Baskonia,34,22.4,5.2,12.1,0.431,3.2,8.4,0.388,2.0,3.7,0.524,0.562,1.1,1.1,0.905,0.2,2.9,3.0,2.7,1.1,0.2,1.2,3.8,14.8,2017,EL
2291,Anthony Randolph,211,102,USA,Americas,PF,28,Real Madrid,21,17.9,7.2,15.4,0.472,1.6,4.7,0.311,5.6,10.7,0.521,0.519,2.5,3.8,0.657,2.9,5.4,8.5,2.7,1.6,0.7,2.0,3.1,18.3,2017,EL
2292,Othello Hunter,203,102,USA,Americas,FC,31,CSKA Moscow,30,19.3,6.6,10.8,0.615,0.0,0.2,0.0,6.6,10.6,0.627,0.611,3.7,5.2,0.743,5.6,5.8,11.4,1.5,1.9,0.6,1.7,5.0,17.0,2017,EL
2293,Nikos Pappas,193,91,Greece,Europe,SG,27,Panathinaikos,32,17.6,6.4,14.8,0.423,2.0,6.1,0.326,4.3,8.6,0.5,0.5,4.1,5.5,0.776,0.5,2.0,2.5,2.0,1.4,0.0,2.7,4.5,18.6,2017,EL
2294,Vincent Poirier,213,106,France,Europe,C,24,Baskonia,34,17.8,7.2,12.6,0.573,0.0,0.0,0.0,7.2,12.6,0.571,0.571,3.8,5.4,0.725,4.3,7.4,11.7,2.2,1.3,2.0,2.2,5.8,18.4,2017,EL
2295,Thomas Robinson,208,106,USA,Americas,PF,26,Khimki,20,15.6,9.0,18.2,0.486,0.0,0.3,0.0,9.0,17.9,0.5,0.495,3.1,7.7,0.417,6.4,8.7,14.9,1.0,1.8,1.5,2.8,6.7,21.0,2017,EL
2296,Arturas Milaknis,193,90,Lithuania,Europe,SG,31,Zalgiris,36,22.4,4.8,10.2,0.471,3.8,8.2,0.449,1.1,2.0,0.545,0.657,0.9,1.1,0.826,0.5,2.9,3.6,1.6,0.7,0.2,1.4,3.8,14.3,2017,EL
2297,Petteri Koponen,193,88,Finland,Europe,G,29,Barca,29,20.2,5.7,11.7,0.491,3.2,6.3,0.511,2.6,5.3,0.481,0.624,1.0,1.2,0.938,0.4,2.8,3.2,3.0,1.0,0.0,1.8,2.8,15.6,2017,EL
2298,Ricky Ledo,201,89,USA,Americas,GF,25,Anadolu Efes,13,21.0,5.7,18.7,0.307,2.1,7.8,0.264,3.6,10.9,0.333,0.361,1.5,2.7,0.611,1.5,5.5,7.0,3.0,1.5,0.2,2.9,2.1,15.0,2017,EL
2299,Facundo Campazzo,180,75,Argentina,Americas,PG,26,Real Madrid,30,23.1,4.7,11.6,0.396,2.4,6.2,0.376,2.3,5.4,0.419,0.509,2.1,2.4,0.833,0.3,3.8,4.2,7.8,2.4,0.2,3.5,4.5,13.7,2017,EL
2300,Toney Douglas,188,88,USA,Americas,G,31,Anadolu Efes,14,18.0,5.8,13.6,0.419,2.4,5.8,0.417,3.3,7.8,0.429,0.515,3.6,4.2,0.852,1.3,3.3,4.7,4.4,1.3,0.0,3.1,5.8,17.6,2017,EL
2301,Vasilje Micic,196,91,Serbia,Europe,PG,24,Zalgiris,36,22.4,4.8,11.2,0.432,1.1,3.0,0.355,3.8,8.2,0.457,0.478,2.9,4.1,0.707,0.7,3.2,3.9,7.5,1.6,0.0,4.1,3.8,13.8,2017,EL
2302,Artsiom Parakhouski,211,121,Belarus,Europe,C,30,Maccabi FOX Tel Aviv,30,16.2,7.7,12.3,0.631,0.0,0.0,0.0,7.7,12.3,0.62,0.626,3.5,4.9,0.695,4.7,4.9,9.6,0.7,1.2,2.5,2.0,6.2,18.8,2017,EL
2303,Janis Timma,201,102,Latvia,Europe,SF,25,Baskonia,33,22.8,4.6,9.6,0.483,2.8,7.0,0.412,1.8,2.6,0.667,0.625,1.2,1.6,0.767,1.6,2.6,4.2,2.3,1.6,0.2,2.1,3.3,13.3,2017,EL
2304,Alberto Abalde,201,97,Spain,Europe,GF,22,Valencia Basket,25,19.1,5.9,11.9,0.497,2.3,4.6,0.519,3.6,7.3,0.486,0.592,1.7,1.9,0.87,1.0,3.4,4.4,3.6,0.6,0.0,2.7,3.8,15.9,2017,EL
2305,Adrien Moerman,203,102,France,Europe,F,29,Barca,30,22.3,5.4,12.2,0.446,2.0,6.3,0.324,3.4,5.9,0.576,0.525,0.7,1.1,0.632,2.3,7.5,9.9,1.8,1.1,0.4,1.6,4.3,13.6,2017,EL
2306,Edgaras Ulanovas,198,87,Lithuania,Europe,SF,26,Zalgiris,35,27.1,3.8,7.7,0.503,0.9,1.9,0.457,3.0,5.8,0.513,0.552,2.5,3.1,0.787,1.9,4.1,6.1,3.1,0.7,0.6,1.6,3.1,11.1,2017,EL
2307,Janis Strelnieks,190,86,Latvia,Europe,PG,28,Olympiacos,34,19.9,4.8,10.9,0.435,2.2,6.0,0.382,2.6,4.8,0.542,0.541,3.2,3.6,0.918,0.2,2.4,2.6,4.2,1.2,0.0,1.8,3.4,15.1,2017,EL
2308,Nemanja Dangubic,206,80,Serbia,Europe,SF,24,KK Crvena Zvezda,18,20.2,5.1,10.7,0.469,2.4,5.1,0.468,2.8,5.5,0.5,0.589,2.2,2.8,0.8,1.8,5.0,6.7,2.4,1.4,0.2,2.0,6.1,14.7,2017,EL
2309,Rudy Fernandez,198,84,Spain,Europe,SG,32,Real Madrid,31,19.4,4.3,11.5,0.382,3.1,8.2,0.371,1.2,3.3,0.375,0.509,3.3,3.9,0.879,1.4,3.7,5.2,5.4,1.4,0.4,1.6,3.1,15.3,2017,EL
2310,Malcolm Thomas,206,102,USA,Americas,F,29,Khimki,34,21.3,5.4,10.3,0.532,0.6,2.3,0.268,4.9,8.1,0.605,0.553,2.3,3.2,0.712,4.1,5.3,9.2,2.6,1.5,0.8,1.5,3.9,13.9,2017,EL
2311,DeAndre Kane,196,95,USA,Americas,G,28,Maccabi FOX Tel Aviv,30,23.4,5.0,9.7,0.512,0.7,2.2,0.289,4.3,7.5,0.568,0.552,1.9,3.8,0.515,2.4,4.4,6.8,3.6,1.5,0.5,2.1,3.4,12.6,2017,EL
2312,Leon Radosevic,206,101,Croatia,Europe,C,28,Brose Baskets Bamberg,28,20.7,5.4,10.2,0.53,0.0,0.0,0.0,5.4,10.2,0.528,0.529,3.1,3.9,0.8,2.1,4.3,6.6,1.5,0.4,0.8,2.1,4.3,13.9,2017,EL
2313,Sam Van Rossom,188,82,Belgium,Europe,PG,31,Valencia Basket,24,21.6,4.4,9.8,0.449,2.6,6.3,0.42,1.9,3.5,0.526,0.582,1.9,2.2,0.857,0.9,2.8,3.7,7.4,0.4,0.0,3.3,3.5,13.3,2017,EL
2314,Derrick Brown,201,102,USA,Americas,F,30,Anadolu Efes,19,20.5,5.5,13.9,0.4,1.2,2.9,0.379,4.3,10.9,0.393,0.439,1.8,2.1,0.85,1.6,2.9,4.5,3.1,1.2,0.4,1.6,3.7,14.0,2017,EL
2315,Dairis Bertans,193,86,Latvia,Europe,SG,28,AX Armani Exchange Milan,28,18.4,5.0,12.2,0.417,3.5,8.5,0.409,1.5,3.7,0.412,0.553,2.0,2.2,0.857,0.7,1.5,2.2,3.0,0.9,0.2,1.1,4.3,15.4,2017,EL
2316,Josh Adams,188,86,USA,Americas,G,24,Anadolu Efes,16,16.8,5.2,11.4,0.474,2.1,5.7,0.385,3.1,5.7,0.542,0.548,3.8,4.5,0.833,0.7,2.9,3.8,4.8,1.0,0.2,2.6,5.2,16.7,2017,EL
2317,Ali Muhammed,178,72,USA,Americas,G,34,Fenerbahce Ulker,21,11.3,8.8,18.8,0.468,6.0,13.1,0.462,2.8,5.7,0.5,0.628,1.1,1.4,0.75,0.7,3.2,3.9,4.2,1.1,0.0,1.4,3.5,24.8,2017,EL
2318,Rafa Martinez,190,90,Spain,Europe,SG,35,Valencia Basket,29,15.4,5.5,11.2,0.484,3.1,7.0,0.442,2.3,4.2,0.563,0.629,4.2,4.9,0.87,1.0,2.3,3.4,3.4,1.3,0.0,2.1,4.2,17.9,2017,EL
2319,Axel Toupane,201,89,France,Europe,SG,25,Zalgiris,34,15.3,6.0,12.0,0.503,1.0,3.1,0.375,5.0,8.9,0.559,0.542,5.0,6.8,0.711,1.3,4.2,5.5,1.3,1.0,0.3,2.6,5.0,18.0,2017,EL
2320,Juan Carlos Navarro,193,77,Spain,Europe,SG,37,Barca,22,15.6,5.4,15.6,0.343,3.3,9.7,0.333,2.1,5.9,0.348,0.452,3.8,4.1,0.889,0.8,2.1,2.8,4.9,0.8,0.0,2.6,3.1,17.7,2017,EL
2321,Brian Roberts,185,78,USA,Americas,PG,32,Olympiacos,32,18.5,4.5,10.8,0.419,2.2,5.0,0.432,2.4,5.8,0.407,0.519,3.7,3.9,0.965,0.4,3.2,3.7,3.0,1.1,0.0,2.4,4.8,14.9,2017,EL
2322,Maodo Lo,190,88,Germany,Europe,PG,25,Brose Baskets Bamberg,30,16.7,6.5,14.4,0.444,2.9,6.9,0.414,3.6,7.4,0.484,0.552,1.0,1.2,0.786,0.2,2.9,3.4,4.3,0.7,0.2,2.6,5.7,16.5,2017,EL
2323,Jonah Bolden,208,100,Australia,Oceania,SF,22,Maccabi FOX Tel Aviv,29,21.1,5.1,10.2,0.487,1.5,4.7,0.319,3.6,5.5,0.655,0.574,1.5,2.8,0.512,2.3,8.2,10.4,3.0,2.3,1.7,1.9,4.4,13.1,2017,EL
2324,Fabien Causeur,190,90,France,Europe,SG,30,Real Madrid,36,18.1,5.5,10.4,0.529,1.8,4.2,0.441,3.8,6.2,0.607,0.615,2.2,3.1,0.712,0.9,2.7,3.5,4.2,0.9,0.2,2.2,3.1,15.2,2017,EL
2325,Ioannis Papapetrou,203,102,Greece,Europe,SF,23,Olympiacos,31,22.0,4.9,11.8,0.413,1.5,4.9,0.286,3.5,6.9,0.5,0.479,1.3,2.0,0.667,1.6,4.9,6.5,1.3,0.7,0.5,1.3,3.6,12.4,2017,EL
2326,Bryce Taylor,196,95,USA,Americas,SG,31,Brose Baskets Bamberg,10,23.9,4.2,9.2,0.455,2.2,5.0,0.433,2.0,4.2,0.48,0.576,0.8,1.0,0.833,0.8,2.7,3.5,1.2,1.2,0.2,0.0,4.5,11.4,2017,EL
2327,Pau Ribas,190,75,Spain,Europe,SG,30,Barca,28,17.8,5.2,10.3,0.5,3.4,7.2,0.478,1.8,3.1,0.571,0.67,1.3,1.3,1.0,0.4,3.1,3.6,6.7,1.6,0.2,3.1,3.4,15.1,2017,EL
2328,Marko Guduric,198,91,Serbia,Europe,SG,22,Fenerbahce Ulker,36,16.6,5.8,10.8,0.547,2.4,5.5,0.446,3.4,5.3,0.636,0.648,1.9,2.2,0.875,1.0,2.7,3.9,4.6,1.7,0.0,2.7,4.8,16.1,2017,EL
2329,Kaleb Tarczewski,213,113,USA,Americas,C,25,AX Armani Exchange Milan,30,19.7,4.5,6.9,0.644,0.0,0.0,0.0,4.5,6.9,0.647,0.652,4.7,6.5,0.737,4.3,7.5,11.8,0.6,0.6,1.6,2.2,6.9,13.6,2017,EL
2330,Giorgi Shermadini,216,113,Georgia,Asia,C,28,Unicaja,23,14.4,5.8,12.2,0.475,0.0,0.0,0.0,5.8,12.2,0.477,0.475,6.7,9.2,0.747,3.6,6.1,9.7,1.4,0.8,1.4,3.6,4.7,18.3,2017,EL
2331,Dejan Davidovac,203,95,Serbia,Europe,SF,23,KK Crvena Zvezda,24,15.6,5.4,9.7,0.543,2.3,5.1,0.468,3.1,4.6,0.667,0.675,3.6,4.6,0.773,1.5,3.6,5.1,3.1,1.8,0.5,2.1,5.1,16.7,2017,EL
2332,Dylan Ennis,188,88,USA,Americas,G,26,KK Crvena Zvezda,18,13.0,6.2,17.2,0.356,3.1,7.7,0.4,3.1,9.5,0.323,0.451,4.6,5.2,0.871,0.6,4.9,5.5,4.9,1.2,0.3,4.0,5.2,20.0,2017,EL
2333,Edy Tavares,221,120,Cape Verde,Africa,C,25,Real Madrid,29,17.4,6.0,8.7,0.682,0.0,0.0,0.0,6.0,8.7,0.684,0.69,3.0,4.8,0.623,5.1,7.1,12.2,1.1,0.9,3.4,1.8,6.0,14.9,2017,EL
2334,Ognjen Dobric,198,90,Croatia,Europe,F,23,KK Crvena Zvezda,26,15.2,6.1,13.7,0.452,2.6,7.9,0.351,3.4,5.8,0.591,0.54,1.8,2.4,0.826,2.6,3.2,6.1,1.1,1.6,0.5,1.1,3.4,17.1,2017,EL
2335,Dragan Milosavljevic,196,91,Serbia,Europe,SG,28,Unicaja,27,18.5,5.0,12.1,0.417,1.5,4.3,0.333,3.5,7.8,0.444,0.475,2.4,3.0,0.769,1.9,3.7,5.6,2.2,1.1,0.2,2.4,3.5,13.8,2017,EL
2336,Nikos Zisis,196,94,Greece,Europe,PG,34,Brose Baskets Bamberg,27,22.3,3.9,8.8,0.444,1.1,2.5,0.41,2.9,6.3,0.457,0.506,2.3,2.9,0.818,0.4,3.4,3.8,5.0,0.9,0.0,2.9,3.6,11.3,2017,EL
2337,Pero Antic,211,118,North Macedonia,Europe,C,35,KK Crvena Zvezda,18,18.2,4.0,12.3,0.317,2.4,9.0,0.274,1.5,3.3,0.467,0.423,3.3,4.2,0.771,2.0,5.5,7.5,2.4,1.5,0.2,1.5,5.3,13.6,2017,EL
2338,Will Thomas,201,104,USA,Americas,PF,31,Valencia Basket,30,23.6,3.9,8.3,0.473,0.8,2.9,0.288,3.1,5.4,0.562,0.518,1.9,2.4,0.744,2.0,3.9,6.1,1.9,1.4,0.2,0.8,2.5,10.5,2017,EL
2339,Amath M'Baye,203,97,France,Europe,PF,28,AX Armani Exchange Milan,30,17.7,4.7,10.2,0.463,1.8,5.0,0.379,2.9,5.2,0.565,0.549,2.5,3.2,0.791,1.1,3.6,4.5,2.0,0.9,0.2,1.6,5.4,13.8,2017,EL
2340,Aaron Doornekamp,201,96,Canada,Americas,PF,32,Valencia Basket,30,22.3,3.2,9.3,0.344,2.0,5.9,0.33,1.3,3.4,0.368,0.452,2.2,2.7,0.804,1.4,5.4,6.8,2.7,1.4,0.5,1.1,3.9,10.6,2017,EL
2341,Jeffery Taylor,201,102,Sweden,Europe,SF,28,Real Madrid,34,20.6,3.9,9.1,0.419,1.4,4.1,0.352,2.5,5.0,0.5,0.505,2.3,3.5,0.7,1.6,2.1,3.7,2.3,1.0,0.2,1.4,4.1,11.5,2017,EL
2342,Marcelinho Huertas,190,91,Brazil,Americas,PG,34,Baskonia,29,16.6,4.8,11.6,0.414,1.7,3.6,0.432,3.1,8.0,0.394,0.487,2.9,3.1,0.921,0.5,1.9,2.4,8.7,0.2,0.0,3.6,3.9,14.2,2017,EL
2343,Matt Lojeski,198,84,USA,Americas,G,32,Panathinaikos,27,18.7,4.5,10.1,0.46,2.4,5.1,0.455,2.1,4.9,0.435,0.564,0.6,0.9,0.7,1.1,4.1,5.1,1.5,0.6,0.2,1.3,3.4,12.2,2017,EL
